paper_id,time_column,submitted_on,title,paper_url,highlight,tags,sections,code_repos,star_snapshot,focus
2501.15228,2025.01,25 Jan 2025,MMOA-RAG,https://arxiv.org/abs/2501.15228,"Retrieval-augmented generation (RAG) is widely utilized to incorporate external knowledge into large language models, thereby enhancing factuality and reducing hallucinations in question-answering (QA) tasks.",enterprise-local,Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Query Optimization | Method > What RL is for: Functional Roles in Agentic Search > Multi‑Agent Collaboration | Method > Where RL is Applied: Optimization Scopes > Agent-level,chenyiqun/MMOA-RAG,108,False
2505.16410,2025.05,22 May 2025,Tool-Star,https://arxiv.org/abs/2505.16410,"Recently, large language models (LLMs) have shown remarkable reasoning capabilities via large-scale reinforcement learning (RL). However, leveraging the RL algorithm to empower effective multi-tool collaborative reasonin","enterprise-local, efficiency, tool-routing",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,RUC-NLPIR/Tool-Star,359,False
2508.05748,2025.08,7 Aug 2025,WebWatcher,https://arxiv.org/abs/2508.05748,"Web agents such as Deep Research have demonstrated superhuman cognitive abilities, capable of solving highly challenging information-seeking problems. However, most research remains primarily text-centric, overlooking vi","enterprise-local, efficiency, tool-routing",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2505.14246,2025.05,20 May 2025,Visual-ARFT,https://arxiv.org/abs/2505.14246,"A key trend in Large Reasoning Models (e.g., OpenAI's o3) is the native agentic ability to use external tools such as web browsers for searching and writing/executing code for image manipulation to think with images.","enterprise-local, tool-routing",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,Liuziyu77/Visual-RFT,2261,False
2505.22019,2025.05,28 May 2025,VRAG-RL,https://arxiv.org/abs/2505.22019,"Effectively retrieving, reasoning and understanding visually rich information remains a challenge for RAG methods. Traditional text-based methods cannot handle visual-related information.","enterprise-local, efficiency, tool-routing, retriever-training, memory",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2506.20670,2025.06,25 Jun 2025,MMSearch-R1,https://arxiv.org/abs/2506.20670,"Robust deployment of large multimodal models (LMMs) in real-world scenarios requires access to external knowledge sources, given the complexity and dynamic nature of real-world information.","enterprise-local, efficiency, tool-routing",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,EvolvingLMMs-Lab/multimodal-search-r1,425,False
2508.05498,2025.08,7 Aug 2025,GRAIL,https://arxiv.org/abs/2508.05498,"Large Language Models (LLMs) integrated with Retrieval-Augmented Generation (RAG) techniques have exhibited remarkable performance across a wide range of domains. However, existing RAG approaches primarily operate on uns","enterprise-local, efficiency, tool-routing, kg-hybrid",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,Changgeww/GRAIL,9,False
2507.17365,2025.07,23 Jul 2025,DynaSearcher,https://arxiv.org/abs/2507.17365,"Multi-step agentic retrieval systems based on large language models (LLMs) have demonstrated remarkable performance in complex information search tasks. However, these systems still face significant challenges in practic","enterprise-local, efficiency, tool-routing, kg-hybrid",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2506.07528,2025.06,9 Jun 2025,HARIS,https://arxiv.org/abs/2506.07528,"Multi-hop claim verification is inherently challenging, requiring multi-step reasoning to construct verification chains while iteratively searching for information to uncover hidden bridging facts.","retriever-training, reliability",Method > How RL is Used: Optimization Strategies | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2410.08821,2024.10,11 Oct 2024,DeepNote,https://arxiv.org/abs/2410.08821,"Retrieval-Augmented Generation (RAG) mitigates factual errors and hallucinations in Large Language Models (LLMs) for question-answering (QA) by incorporating external knowledge. However, existing adaptive RAG methods rel","enterprise-local, retriever-training",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Query Optimization | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2504.03160,2025.04,4 Apr 2025,DeepResearcher,https://arxiv.org/abs/2504.03160,"Large Language Models (LLMs) equipped with web search capabilities have demonstrated impressive potential for deep research tasks. However, current approaches predominantly rely on either manually engineered prompts (pro",enterprise-local,Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level | Method > Where RL is Applied: Optimization Scopes > Module-level,GAIR-NLP/DeepResearcher,727,True
2504.04736,2025.04,7 Apr 2025,SWiRL,https://arxiv.org/abs/2504.04736,"Reinforcement learning has been shown to improve the performance of large language models. However, traditional approaches like RLHF or RLAIF treat the problem as single-step.","enterprise-local, tool-routing",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration | Method > Where RL is Applied: Optimization Scopes > Step-level,,,False
2505.22648,[WebDancer](https://arxiv.org/abs/2505.22648) ([Code](https://github.com/Alibaba-NLP/DeepResearch)),28 May 2025,WebDancer,https://arxiv.org/abs/2505.22648,"Addressing intricate real-world problems necessitates in-depth information seeking and multi-step reasoning. Recent progress in agentic systems, exemplified by Deep Research, underscores the potential for autonomous mult",,Method > How RL is Used: Optimization Strategies,Alibaba-NLP/DeepResearch,18662,False
2508.14880,2025.08,20 Aug 2025,MedResearcher-R1,https://arxiv.org/abs/2508.14880,"Recent developments in Large Language Model (LLM)-based agents have shown impressive capabilities spanning multiple domains, exemplified by deep research systems that demonstrate superior performance on complex informati","enterprise-local, tool-routing, reliability, memory, kg-hybrid",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,AQ-MedAI/MedResearcher-R1,498,True
2508.00360,2025.08,1 Aug 2025,Lucy,https://arxiv.org/abs/2508.00360,"Small language models (SLMs) are inherently limited in knowledge-intensive tasks due to their constrained capacity. While test-time computation offers a path to enhanced performance, most approaches treat reasoning as a",enterprise-local,Method > How RL is Used: Optimization Strategies | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2508.07976,2025.08,11 Aug 2025,ASearcher,https://arxiv.org/abs/2508.07976,"Recent advancements in LLM-based agents have demonstrated remarkable capabilities in handling complex, knowledge-intensive tasks by integrating external tools. Among diverse choices of tools, search tools play a pivotal","enterprise-local, efficiency, tool-routing",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration,,,False
2509.06501,2025.09,8 Sep 2025,WebExplorer,https://arxiv.org/abs/2509.06501,"The paradigm of Large Language Models (LLMs) has increasingly shifted toward agentic applications, where web browsing capabilities are fundamental for retrieving information from diverse online sources.","enterprise-local, efficiency, tool-routing, memory",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Query Optimization | Method > What RL is for: Functional Roles in Agentic Search > Multi‑Agent Collaboration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2509.13309,2025.09,16 Sep 2025,WebResearcher,https://arxiv.org/abs/2509.13309,"Recent advances in deep-research systems have demonstrated the potential for AI agents to autonomously discover and synthesize knowledge from external sources. In this paper, we introduce WebResearcher, a novel framework","enterprise-local, efficiency, tool-routing, memory",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,Alibaba-NLP/DeepResearch,18662,False
2510.10448,2025.10,12 Oct 2025,RECON,https://arxiv.org/abs/2510.10448,"Retrieval-augmented generation (RAG) systems trained using reinforcement learning (RL) with reasoning are hampered by inefficient context management, where long, noisy retrieved documents increase costs and degrade perfo","enterprise-local, efficiency, retriever-training, reliability, memory",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration,,,False
2509.08755,2025.09,10 Sep 2025,AgentGym-RL,https://arxiv.org/abs/2509.08755,"Developing autonomous LLM agents capable of making a series of intelligent decisions to solve complex, real-world tasks is a fast-evolving frontier. Like human cognitive development, agents are expected to acquire knowle",efficiency,Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Multi‑Agent Collaboration | Method > Where RL is Applied: Optimization Scopes > Agent-level | Method > Where RL is Applied: Optimization Scopes > System-level,,,False
2508.13167,2025.08,6 Aug 2025,Chain-of-Agents,https://arxiv.org/abs/2508.13167,"Recent advances in large language models (LLMs) and multi-agent systems have demonstrated remarkable capabilities in complex problem-solving tasks such as deep research, vibe coding, and mathematical reasoning.","enterprise-local, efficiency, tool-routing",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Multi‑Agent Collaboration | Method > Where RL is Applied: Optimization Scopes > System-level,,,False
2509.01055,2025.09,1 Sep 2025,VerlTool,https://arxiv.org/abs/2509.01055,"Reinforcement Learning with Verifiable Rewards (RLVR) has demonstrated success in enhancing LLM reasoning capabilities, but remains limited to single-turn interactions without tool integration.","enterprise-local, efficiency, tool-routing",Method > How RL is Used: Optimization Strategies | Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration | Method > Where RL is Applied: Optimization Scopes > System-level,TIGER-AI-Lab/verl-tool,949,False
2603.11327,2026.3,11 Mar 2026,Meta-Reinforcement Learning with Self-Reflection for Agentic Search,https://arxiv.org/abs/2603.11327,"This paper introduces MR-Search, an in-context meta reinforcement learning (RL) formulation for agentic search with self-reflection. Instead of optimizing a policy within a single independent episode with sparse rewards,","enterprise-local, efficiency, memory",Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level,tengxiao1/MR-Search,22,False
2602.19526,2026.2,23 Feb 2026,"How to Train Your Deep Research Agent? Prompt, Reward, and Policy Optimization in Search-R1",https://arxiv.org/abs/2602.19526,"Deep Research agents tackle knowledge-intensive tasks through multi-round retrieval and decision-oriented generation. While reinforcement learning (RL) has been shown to improve performance in this paradigm, its contribu","enterprise-local, efficiency",Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control,,,False
2602.14234,2026.2,15 Feb 2026,REDSearcher: A Scalable and Cost-Efficient Framework for Long-Horizon Search Agents,https://arxiv.org/abs/2602.14234,"Large language models are transitioning from generalpurpose knowledge engines to realworld problem solvers, yet optimizing them for deep search tasks remains challenging. The central bottleneck lies in the extreme sparsi","enterprise-local, efficiency, tool-routing, reliability, memory, kg-hybrid, offline-rl",Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control,,,False
2602.04284,2026.2,4 Feb 2026,Agent-Omit: Training Efficient LLM Agents for Adaptive Thought and Observation Omission via Agentic Reinforcement Learning,https://arxiv.org/abs/2602.04284,"Managing agent thought and observation during multi-turn agent-environment interactions is an emerging strategy to improve agent efficiency. However, existing studies treat the entire interaction trajectories equally, ov","enterprise-local, efficiency",Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control,,,False
2602.03468,2026.2,3 Feb 2026,IntentRL: Training Proactive User-intent Agents for Open-ended Deep Research via Reinforcement Learning,https://arxiv.org/abs/2602.03468,"Deep Research (DR) agents extend Large Language Models (LLMs) beyond parametric knowledge by autonomously retrieving and synthesizing evidence from large web corpora into long-form reports, enabling a long-horizon agenti","enterprise-local, efficiency, reliability, memory, kg-hybrid, offline-rl",Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control,,,False
2602.03719,2026.2,3 Feb 2026,Training Multi-Turn Search Agent via Contrastive Dynamic Branch Sampling,https://arxiv.org/abs/2602.03719,"Agentic reinforcement learning has enabled large language models to perform complex multi-turn planning and tool use. However, learning in long-horizon settings remains challenging due to sparse, trajectory-level outcome","enterprise-local, efficiency, tool-routing, memory",Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control,,,False
2601.11037,2026.1,16 Jan 2026,BAPO: Boundary-Aware Policy Optimization for Reliable Agentic Search,https://arxiv.org/abs/2601.11037,RL-based agentic search enables LLMs to solve complex questions via dynamic planning and external search. While this approach significantly enhances accuracy with agent policies optimized via large-scale reinforcement le,"enterprise-local, reliability",Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control,Liushiyu-0709/BAPO-Reliable-Search,24,True
2601.11888,2026.1,17 Jan 2026,Agentic-R: Learning to Retrieve for Agentic Search,https://arxiv.org/abs/2601.11888,"Agentic search has recently emerged as a powerful paradigm, where an agent interleaves multi-step reasoning with on-demand retrieval to solve complex questions. Despite its success, how to design a retriever for agentic","enterprise-local, efficiency, retriever-training",Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control,8421BCD/Agentic-R,77,True
2601.13115,2026.1,19 Jan 2026,Agentic Conversational Search with Contextualized Reasoning via Reinforcement Learning,https://arxiv.org/abs/2601.13115,"Large Language Models (LLMs) have become a popular interface for human-AI interaction, supporting information seeking and task assistance through natural, multi-turn dialogue. To respond to users within multi-turn dialog","enterprise-local, efficiency, retriever-training, memory",Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control,,,False
2601.18467,2026.1,26 Jan 2026,OffSeeker: Online Reinforcement Learning Is Not All You Need for Deep Research Agents,https://arxiv.org/abs/2601.18467,"Deep research agents have shown remarkable potential in handling long-horizon tasks. However, state-of-the-art performance typically relies on online reinforcement learning (RL), which is financially expensive due to ext","enterprise-local, efficiency, memory, offline-rl",Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control,,,False
2511.07943,2025.11,11 Nov 2025,Thinker: Training LLMs in Hierarchical Thinking for Deep Search via Multi-Turn Interaction,https://arxiv.org/abs/2511.07943,Efficient retrieval of external knowledge bases and web pages is crucial for enhancing the reasoning abilities of LLMs. Previous works on training LLMs to leverage external retrievers for solving complex problems have pr,"enterprise-local, efficiency, retriever-training, reliability",Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level,OpenSPG/KAG-Thinker,80,False
2511.02805,2025.11,4 Nov 2025,"MemSearcher: Training LLMs to Reason, Search and Manage Memory via End-to-End Reinforcement Learning",https://arxiv.org/abs/2511.02805,"Typical search agents concatenate the entire interaction history into the LLM context, preserving information integrity but producing long, noisy contexts, resulting in high computation and memory costs.","enterprise-local, efficiency, memory",Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level,icip-cas/MemSearcher,19,True
2510.14253,2025.10,16 Oct 2025,Towards Agentic Self-Learning LLMs in Search Environment,https://arxiv.org/abs/2510.14253,"We study whether self-learning can scale LLM-based agents without relying on human-curated datasets or predefined rule-based rewards. Through controlled experiments in a search-agent setting, we identify two key determin","enterprise-local, efficiency, tool-routing",Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control,,,False
2509.10446,2025.09,12 Sep 2025,DeepDive: Advancing Deep Search Agents with Knowledge Graphs and Multi-Turn RL,https://arxiv.org/abs/2509.10446,"Augmenting large language models (LLMs) with browsing tools substantially improves their potential as deep search agents to solve complex, real-world tasks. Yet, open LLMs still perform poorly in such settings due to lim","enterprise-local, efficiency, tool-routing, memory, kg-hybrid",Method > What RL is for: Functional Roles in Agentic Search > Retrieval Control | Method > Where RL is Applied: Optimization Scopes > Agent-level,THUDM/DeepDive,296,True
2604.04949,2026.4,30 Mar 2026,Learning to Retrieve from Agent Trajectories,https://arxiv.org/abs/2604.04949,"Information retrieval (IR) systems have traditionally been designed and trained for human users, with learning-to-rank methods relying heavily on large-scale human interaction logs such as clicks and dwell time.","enterprise-local, efficiency, retriever-training, reliability",Method > What RL is for: Functional Roles in Agentic Search > Query Optimization,,,False
2601.21208,2026.1,29 Jan 2026,When should I search more: Adaptive Complex Query Optimization with Reinforcement Learning,https://arxiv.org/abs/2601.21208,Query optimization is a crucial component for the efficacy of Retrieval-Augmented Generation (RAG) systems. While reinforcement learning (RL)-based agentic and reasoning methods have recently emerged as a promising direc,"enterprise-local, efficiency, retriever-training",Method > What RL is for: Functional Roles in Agentic Search > Query Optimization,,,False
2511.12159,2025.11,15 Nov 2025,CriticSearch: Fine-Grained Credit Assignment for Search Agents via a Retrospective Critic,https://arxiv.org/abs/2511.12159,"Tool-Integrated Reasoning (TIR) with search engines enables large language models to iteratively retrieve up-to-date external knowledge, enhancing adaptability and generalization in complex question-answering tasks.","enterprise-local, efficiency, tool-routing, retriever-training",Method > What RL is for: Functional Roles in Agentic Search > Query Optimization,,,False
2601.21912,2026.1,29 Jan 2026,ProRAG: Process-Supervised Reinforcement Learning for Retrieval-Augmented Generation,https://arxiv.org/abs/2601.21912,"Reinforcement learning (RL) has become a promising paradigm for optimizing Retrieval-Augmented Generation (RAG) in complex reasoning tasks. However, traditional outcome-based RL approaches often suffer from reward sparsi","enterprise-local, efficiency, memory",Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration,lilinwz/ProRAG,24,True
2601.06021,2026.1,9 Jan 2026,Chaining the Evidence: Robust Reinforcement Learning for Deep Search Agents with Citation-Aware Rubric Rewards,https://arxiv.org/abs/2601.06021,"Reinforcement learning (RL) has emerged as a critical technique for enhancing LLM-based deep search agents. However, existing approaches primarily rely on binary outcome rewards, which fail to capture the comprehensivene","enterprise-local, reliability",Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration,THUDM/CaRR,61,True
2601.08282,2026.1,13 Jan 2026,D$^2$Plan: Dual-Agent Dynamic Global Planning for Complex Retrieval-Augmented Reasoning,https://arxiv.org/abs/2601.08282,"Recent search-augmented LLMs trained with reinforcement learning (RL) can interleave searching and reasoning for multi-hop reasoning tasks. However, they face two critical failure modes as the accumulating context become","enterprise-local, reliability, memory",Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration,,,False
2601.06922,2026.1,11 Jan 2026,TreePS-RAG: Tree-based Process Supervision for Reinforcement Learning in Agentic RAG,https://arxiv.org/abs/2601.06922,"Agentic retrieval-augmented generation (RAG) formulates question answering as a multi-step interaction between reasoning and information retrieval, and has recently been advanced by reinforcement learning (RL) with outco","enterprise-local, efficiency, offline-rl",Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration,,,False
2511.05385,2025.11,7 Nov 2025,TeaRAG: A Token-Efficient Agentic Retrieval-Augmented Generation Framework,https://arxiv.org/abs/2511.05385,"Retrieval-Augmented Generation (RAG) utilizes external knowledge to augment Large Language Models' (LLMs) reliability. For flexibility, agentic RAG employs autonomous, multi-round retrieval and reasoning to resolve queri","enterprise-local, efficiency, retriever-training, kg-hybrid",Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration,Applied-Machine-Learning-Lab/TeaRAG,18,False
2510.20548,2025.10,23 Oct 2025,GlobalRAG: Enhancing Global Reasoning in Multi-hop Question Answering via Reinforcement Learning,https://arxiv.org/abs/2510.20548,"Reinforcement learning has recently shown promise in improving retrieval-augmented generation (RAG). Despite these advances, its effectiveness in multi-hop question answering (QA) remains limited by two fundamental limit","enterprise-local, retriever-training, reliability",Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration,CarnegieBin/GlobalRAG,11,False
2510.18821,2025.10,21 Oct 2025,Search Self-play: Pushing the Frontier of Agent Capability without Supervision,https://arxiv.org/abs/2510.18821,"Reinforcement learning with verifiable rewards (RLVR) has become the mainstream technique for training LLM agents. However, RLVR highly depends on well-crafted task queries and corresponding ground-truth answers to provi","enterprise-local, efficiency",Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration,Alibaba-Quark/SSP,98,False
2509.24193,2025.09,29 Sep 2025,AceSearcher: Bootstrapping Reasoning and Search for LLMs via Reinforced Self-Play,https://arxiv.org/abs/2509.24193,"Search-augmented LLMs often struggle with complex reasoning tasks due to ineffective multi-hop retrieval and limited reasoning ability. We propose AceSearcher, a cooperative self-play framework that trains a single large","enterprise-local, efficiency, retriever-training, memory",Method > What RL is for: Functional Roles in Agentic Search > Reasoning–Retrieval Integration,ritaranx/AceSearcher,25,False
2601.05465,2026.1,9 Jan 2026,PRISMA: Reinforcement Learning Guided Two-Stage Policy Optimization in Multi-Agent Architecture for Open-Domain Multi-Hop Question Answering,https://arxiv.org/abs/2601.05465,Answering real-world open-domain multi-hop questions over massive corpora is a critical challenge in Retrieval-Augmented Generation (RAG) systems. Recent research employs reinforcement learning (RL) to end-to-end optimiz,"enterprise-local, efficiency, tool-routing, retriever-training, reliability, memory",Method > What RL is for: Functional Roles in Agentic Search > Multi‑Agent Collaboration,,,False
2505.17086,2025.05,20 May 2025,Advancing Multi-Agent RAG Systems with Minimalist Reinforcement Learning,https://arxiv.org/abs/2505.17086,Large Language Models (LLMs) equipped with modern Retrieval-Augmented Generation (RAG) systems often employ multi-turn interaction pipelines to interface with search engines for complex reasoning tasks.,"enterprise-local, efficiency, memory, kg-hybrid",Method > What RL is for: Functional Roles in Agentic Search > Multi‑Agent Collaboration,,,False
2604.08124,2026.4,9 Apr 2026,Beyond Stochastic Exploration: What Makes Training Data Valuable for Agentic Search,https://arxiv.org/abs/2604.08124,Reinforcement learning (RL) has become an effective approach for advancing the reasoning capabilities of large language models (LLMs) through the strategic integration of external search engines.,"enterprise-local, efficiency, tool-routing",Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration,,,False
2603.02795,2026.3,3 Mar 2026,VSearcher: Long-Horizon Multimodal Search Agent via Reinforcement Learning,https://arxiv.org/abs/2603.02795,"Large models are increasingly becoming autonomous agents that interact with real-world environments and use external tools to augment their static capabilities. However, most recent progress has focused on text-only larg","enterprise-local, efficiency, tool-routing, memory",Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2603.01050,2026.3,1 Mar 2026,MM-DeepResearch: A Simple and Effective Multimodal Agentic Search Baseline,https://arxiv.org/abs/2603.01050,"We aim to develop a multimodal research agent capable of explicit reasoning and planning, multi-tool invocation, and cross-modal information synthesis, enabling it to conduct deep research tasks.","enterprise-local, efficiency, tool-routing, kg-hybrid, offline-rl",Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,HJYao00/MM-DeepResearch,9,False
2603.10069,2026.3,10 Mar 2026,Improving Search Agent with One Line of Code,https://arxiv.org/abs/2603.10069,Tool-based Agentic Reinforcement Learning (TARL) has emerged as a promising paradigm for training search agents to interact with external tools for a multi-turn information-seeking process autonomously.,"enterprise-local, efficiency, tool-routing",Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration,,,False
2603.01464,2026.3,2 Mar 2026,ProtRLSearch: A Multi-Round Multimodal Protein Search Agent with Large Language Models Trained via Reinforcement Learning,https://arxiv.org/abs/2603.01464,"Protein analysis tasks arising in healthcare settings often require accurate reasoning under protein sequence constraints, involving tasks such as functional interpretation of disease-related variants, protein-level anal","enterprise-local, tool-routing",Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration | Method > Where RL is Applied: Optimization Scopes > Agent-level,,,False
2602.21534,2026.2,25 Feb 2026,ARLArena: A Unified Framework for Stable Agentic Reinforcement Learning,https://arxiv.org/abs/2602.21534,"Agentic reinforcement learning (ARL) has rapidly gained attention as a promising paradigm for training agents to solve complex, multi-step interactive tasks. Despite encouraging early results, ARL remains highly unstable","enterprise-local, tool-routing",Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration,,,False
2602.00994,2026.2,1 Feb 2026,Reasoning and Tool-use Compete in Agentic RL: From Quantifying Interference to Disentangled Tuning,https://arxiv.org/abs/2602.00994,Agentic Reinforcement Learning (ARL) focuses on training large language models (LLMs) to interleave reasoning with external tool execution to solve complex tasks. Most existing ARL methods train a single shared model par,"enterprise-local, efficiency, tool-routing, reliability",Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration,,,False
2601.07376,2026.1,12 Jan 2026,OpenTinker: Separating Concerns in Agentic Reinforcement Learning,https://arxiv.org/abs/2601.07376,"We introduce OpenTinker, an infrastructure for reinforcement learning (RL) of large language model (LLM) agents built around a separation of concerns across algorithm design, execution, and agent-environment interaction.","enterprise-local, tool-routing",Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration,,,False
2601.03555,2026.1,7 Jan 2026,SCRIBE: Structured Mid-Level Supervision for Tool-Using Language Models,https://arxiv.org/abs/2601.03555,"Training reliable tool-augmented agents remains a significant challenge, largely due to the difficulty of credit assignment in multi-step reasoning. While process-level reward models offer a promising direction, existing","enterprise-local, efficiency, tool-routing",Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration,,,False
2601.04767,2026.1,8 Jan 2026,AT$^2$PO: Agentic Turn-based Policy Optimization via Tree Search,https://arxiv.org/abs/2601.04767,LLM agents have emerged as powerful systems for tackling multi-turn tasks by interleaving internal reasoning and external tool interactions. Agentic Reinforcement Learning has recently drawn significant research attentio,"enterprise-local, efficiency, tool-routing",Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration,zzfoutofspace/ATPO,17,False
2601.20439,2026.1,28 Jan 2026,PEARL: Plan Exploration and Adaptive Reinforcement Learning for Multihop Tool Use,https://arxiv.org/abs/2601.20439,"Large Language Models show great potential with external tools, but face significant challenges in complex, multi-turn tool invocation. They often exhibit weak planning, tool hallucination, erroneous parameter generation","enterprise-local, efficiency, tool-routing, offline-rl",Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration,,,False
2512.04949,2025.12,4 Dec 2025,CARL: Focusing Agentic Reinforcement Learning on Critical Actions,https://arxiv.org/abs/2512.04949,"Agents capable of accomplishing complex tasks through multiple interactions with the environment have emerged as a popular research direction. However, in such multi-step settings, the conventional group-level policy opt","enterprise-local, efficiency, tool-routing, memory",Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration,,,False
2512.04220,2025.12,3 Dec 2025,On Group Relative Policy Optimization Collapse in Agent Search: The Lazy Likelihood-Displacement,https://arxiv.org/abs/2512.04220,Tool-integrated (TI) reinforcement learning (RL) enables large language models (LLMs) to perform multi-step reasoning by interacting with external tools such as search engines and retrievers.,"enterprise-local, tool-routing, retriever-training",Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration,,,False
2512.09487,2025.12,10 Dec 2025,RouteRAG: Efficient Retrieval-Augmented Generation from Text and Graph via Reinforcement Learning,https://arxiv.org/abs/2512.09487,"Retrieval-Augmented Generation (RAG) integrates non-parametric knowledge into Large Language Models (LLMs), typically from unstructured texts and structured graphs. While recent progress has advanced text-based RAG to mu","enterprise-local, efficiency, tool-routing, retriever-training, reliability, kg-hybrid",Method > What RL is for: Functional Roles in Agentic Search > Tool and Knowledge Integration,YucanGuo/RouteRAG,33,False
